0.694545;0;
0.607105;1;
0.607244;1;
0.512622;1;
0.694612;0;
0.607295;1;
0.607434;1;
0.512942;1;
0.694679;0;
0.607486;1;
0.607624;1;
0.513262;1;
0.694745;0;
0.607676;1;
0.607815;1;
0.513582;1;
0.694812;0;
0.607866;1;
0.608004;1;
0.513902;1;
0.694878;0;
0.608055;1;
0.608194;1;
0.514221;1;
0.694944;0;
0.608245;1;
0.608383;1;
0.51454;1;
0.69501;0;
0.608434;1;
0.608572;1;
0.514859;1;
0.695077;0;
0.608623;1;
0.608762;1;
0.515177;1;
0.695142;0;
0.608812;1;
0.60895;1;
0.515496;1;
0.695208;0;
0.609001;1;
0.609139;1;
0.515814;1;
0.695274;0;
0.609189;1;
0.609327;1;
0.516132;1;
0.69534;0;
0.609377;1;
0.609516;1;
0.516449;1;
0.695405;0;
0.609565;1;
0.609704;1;
0.516766;1;
0.695471;0;
0.609753;1;
0.609891;1;
0.517083;1;
0.695536;0;
0.609941;1;
0.610079;1;
0.5174;1;
0.695601;0;
0.610128;1;
0.610266;1;
0.517716;1;
0.695666;0;
0.610316;1;
0.610454;1;
0.518033;1;
0.695731;0;
0.610503;1;
0.610641;1;
0.518349;1;
0.695796;0;
0.61069;1;
0.610827;1;
0.518664;1;
0.695861;0;
0.610876;1;
0.611014;1;
0.51898;1;
0.695926;0;
0.611063;1;
0.6112;1;
0.519295;1;
0.695991;0;
0.611249;1;
0.611387;1;
0.51961;1;
0.696055;0;
0.611435;1;
0.611573;1;
0.519925;1;
0.69612;0;
0.611621;1;
0.611758;1;
0.520239;1;
0.696184;0;
0.611807;1;
0.611944;1;
0.520553;1;
0.696248;0;
0.611992;1;
0.612129;1;
0.520867;1;
0.696312;0;
0.612177;1;
0.612314;1;
0.52118;1;
0.696377;0;
0.612362;1;
0.612499;1;
0.521494;1;
0.696441;0;
0.612547;1;
0.612684;1;
0.521807;1;
0.696504;0;
0.612732;1;
0.612869;1;
0.52212;1;
0.696568;0;
0.612916;1;
0.613053;1;
0.522432;1;
0.696632;0;
0.613101;1;
0.613237;1;
0.522744;1;
0.696696;0;
